sample_date,date,ID,dapnia_count,juveniles,grown,resting_stages3/31/2016,APRIL1,1,10,0,0,03/31/2016,APRIL1,2,6,0,0,03/31/2016,APRIL1,3,5,0,0,03/31/2016,APRIL1,4,3,0,0,03/31/2016,APRIL1,5,2,0,0,03/31/2016,APRIL1,6,5,0,0,03/31/2016,APRIL1,7,3,0,0,03/31/2016,APRIL1,8,4,0,0,03/31/2016,APRIL1,9,6,0,0,03/31/2016,APRIL1,10,6,0,0,03/31/2016,APRIL1,11,5,0,0,03/31/2016,APRIL1,12,5,0,0,03/31/2016,APRIL1,13,7,0,0,03/31/2016,APRIL1,14,6,0,0,03/31/2016,APRIL1,15,8,0,0,03/31/2016,APRIL1,16,5,0,0,03/31/2016,APRIL1,17,6,0,0,03/31/2016,APRIL1,18,7,0,0,03/31/2016,APRIL1,19,6,0,0,03/31/2016,APRIL1,20,4,0,0,03/31/2016,APRIL1,21,4,0,0,03/31/2016,APRIL1,22,5,0,0,03/31/2016,APRIL1,23,8,0,0,03/31/2016,APRIL1,24,6,0,0,03/31/2016,APRIL1,25,6,0,0,03/31/2016,APRIL1,26,5,0,0,03/31/2016,APRIL1,27,6,0,0,03/31/2016,APRIL1,28,7,0,0,03/31/2016,APRIL1,29,7,0,0,03/31/2016,APRIL1,30,7,0,0,03/31/2016,APRIL1,31,5,0,0,03/31/2016,APRIL1,32,9,0,0,03/31/2016,APRIL1,33,3,0,0,03/31/2016,APRIL1,34,5,0,0,03/31/2016,APRIL1,35,9,0,0,03/31/2016,APRIL1,36,7,0,0,03/31/2016,APRIL1,37,8,0,0,03/31/2016,APRIL1,38,6,0,0,03/31/2016,APRIL1,39,5,0,0,03/31/2016,APRIL1,40,7,0,0,03/31/2016,APRIL1,41,5,0,0,03/31/2016,APRIL1,42,5,0,0,03/31/2016,APRIL1,43,5,0,0,03/31/2016,APRIL1,44,5,0,0,03/31/2016,APRIL1,45,3,0,0,03/31/2016,APRIL1,46,3,0,0,03/31/2016,APRIL1,47,5,0,0,03/31/2016,APRIL1,48,4,0,0,04/5/2016,APRIL5,1,10,0,0,04/5/2016,APRIL5,2,7,0,0,04/5/2016,APRIL5,3,4,0,0,04/5/2016,APRIL5,4,5,0,0,04/5/2016,APRIL5,5,3,0,0,04/5/2016,APRIL5,5,2,0,0,04/5/2016,APRIL5,6,5,0,0,04/5/2016,APRIL5,7,29,0,0,04/5/2016,APRIL5,8,17,0,0,04/5/2016,APRIL5,9,23,0,0,04/5/2016,APRIL5,9,23,0,0,04/5/2016,APRIL5,10,9,0,0,04/5/2016,APRIL5,11,24,0,0,04/5/2016,APRIL5,12,37,0,0,04/5/2016,APRIL5,13,5,0,0,04/5/2016,APRIL5,14,4,0,0,04/5/2016,APRIL5,15,6,0,0,04/5/2016,APRIL5,16,5,0,0,04/5/2016,APRIL5,17,6,0,0,04/5/2016,APRIL5,18,6,0,0,04/5/2016,APRIL5,19,6,0,0,04/5/2016,APRIL5,20,4,0,0,04/5/2016,APRIL5,21,5,0,0,04/5/2016,APRIL5,22,5,0,0,04/5/2016,APRIL5,23,7,0,0,04/5/2016,APRIL5,24,5,0,0,04/5/2016,APRIL5,25,35,0,0,04/5/2016,APRIL5,26,35,0,0,04/5/2016,APRIL5,27,24,0,0,04/5/2016,APRIL5,28,17,0,0,04/5/2016,APRIL5,29,37,0,0,04/5/2016,APRIL5,30,29,0,0,04/5/2016,APRIL5,31,38,0,0,04/5/2016,APRIL5,32,88,0,0,04/5/2016,APRIL5,33,62,0,0,04/5/2016,APRIL5,34,43,0,0,04/5/2016,APRIL5,35,33,0,0,04/5/2016,APRIL5,36,43,0,0,04/5/2016,APRIL5,37,8,0,0,04/5/2016,APRIL5,38,5,0,0,04/5/2016,APRIL5,39,5,0,0,04/5/2016,APRIL5,40,8,0,0,04/5/2016,APRIL5,41,5,0,0,04/5/2016,APRIL5,42,4,0,0,04/5/2016,APRIL5,43,4,0,0,04/5/2016,APRIL5,44,6,0,0,04/5/2016,APRIL5,45,4,0,0,04/5/2016,APRIL5,46,8,0,0,04/5/2016,APRIL5,47,5,0,0,04/5/2016,APRIL5,48,3,0,0,04/8/2016,APRIL8,1,0,0,0,04/8/2016,APRIL8,2,1,0,0,04/8/2016,APRIL8,3,1,0,0,04/8/2016,APRIL8,4,3,0,0,04/8/2016,APRIL8,5,2,0,0,04/8/2016,APRIL8,6,2,0,0,04/8/2016,APRIL8,7,24,0,0,04/8/2016,APRIL8,8,3,0,0,04/8/2016,APRIL8,9,14,0,0,04/8/2016,APRIL8,10,2,0,0,04/8/2016,APRIL8,11,35,0,0,04/8/2016,APRIL8,11,10,0,0,04/8/2016,APRIL8,12,93,0,0,04/8/2016,APRIL8,13,4,0,0,04/8/2016,APRIL8,14,6,0,0,04/8/2016,APRIL8,15,7,0,0,04/8/2016,APRIL8,16,5,0,0,04/8/2016,APRIL8,17,5,0,0,04/8/2016,APRIL8,18,6,0,0,04/8/2016,APRIL8,19,13,0,0,04/8/2016,APRIL8,20,4,0,0,04/8/2016,APRIL8,21,21,0,0,04/8/2016,APRIL8,22,28,0,0,04/8/2016,APRIL8,23,12,0,0,04/8/2016,APRIL8,24,10,0,0,04/8/2016,APRIL8,25,54,0,0,04/8/2016,APRIL8,26,52,0,0,04/8/2016,APRIL8,27,21,0,0,04/8/2016,APRIL8,28,52,0,0,04/8/2016,APRIL8,29,70,0,0,04/8/2016,APRIL8,30,47,0,0,04/8/2016,APRIL8,31,60,0,0,04/8/2016,APRIL8,32,174,0,0,04/8/2016,APRIL8,33,62,0,0,04/8/2016,APRIL8,34,60,0,0,04/8/2016,APRIL8,35,81,0,0,04/8/2016,APRIL8,36,52,0,0,04/8/2016,APRIL8,37,7,0,0,04/8/2016,APRIL8,38,4,0,0,04/8/2016,APRIL8,39,5,0,0,04/8/2016,APRIL8,40,8,0,0,04/8/2016,APRIL8,41,5,0,0,04/8/2016,APRIL8,42,4,0,0,04/8/2016,APRIL8,43,4,0,0,04/8/2016,APRIL8,44,5,0,0,04/8/2016,APRIL8,45,5,0,0,04/8/2016,APRIL8,46,8,0,0,04/8/2016,APRIL8,47,5,0,0,04/8/2016,APRIL8,48,2,0,0,04/12/2016,APRIL12,1,17,10,7,04/12/2016,APRIL12,2,10,6,4,04/12/2016,APRIL12,3,11,5,6,04/12/2016,APRIL12,4,4,1,3,04/12/2016,APRIL12,5,1,0,1,04/12/2016,APRIL12,6,2,2,0,24/12/2016,APRIL12,7,2,2,0,04/12/2016,APRIL12,8,16,15,1,04/12/2016,APRIL12,9,3,2,1,04/12/2016,APRIL12,10,1,1,0,04/12/2016,APRIL12,11,58,56,2,04/12/2016,APRIL12,12,3,3,0,04/12/2016,APRIL12,13,3,0,3,04/12/2016,APRIL12,14,11,6,5,04/12/2016,APRIL12,15,2,0,2,24/12/2016,APRIL12,16,13,6,7,24/12/2016,APRIL12,17,7,4,3,14/12/2016,APRIL12,18,7,2,5,24/12/2016,APRIL12,19,45,39,6,04/12/2016,APRIL12,20,8,4,4,04/12/2016,APRIL12,21,24,20,4,24/12/2016,APRIL12,22,10,10,0,04/12/2016,APRIL12,23,8,2,6,14/12/2016,APRIL12,24,9,4,5,14/12/2016,APRIL12,25,24,19,5,04/12/2016,APRIL12,26,37,23,14,04/12/2016,APRIL12,27,28,27,1,04/12/2016,APRIL12,28,44,42,2,04/12/2016,APRIL12,29,58,55,3,04/12/2016,APRIL12,30,34,34,0,04/12/2016,APRIL12,31,56,54,2,04/12/2016,APRIL12,32,25,25,0,04/12/2016,APRIL12,33,14,14,0,04/12/2016,APRIL12,34,55,53,2,04/12/2016,APRIL12,35,39,39,0,04/12/2016,APRIL12,36,66,57,9,04/12/2016,APRIL12,37,14,7,7,14/12/2016,APRIL12,38,6,0,6,04/12/2016,APRIL12,39,6,2,4,14/12/2016,APRIL12,40,9,2,7,04/12/2016,APRIL12,41,11,6,5,04/12/2016,APRIL12,42,4,1,3,04/12/2016,APRIL12,43,4,0,4,04/12/2016,APRIL12,44,5,0,5,04/12/2016,APRIL12,45,8,5,3,04/12/2016,APRIL12,46,13,6,7,04/12/2016,APRIL12,47,17,12,5,04/12/2016,APRIL12,48,2,0,2,04/16/2016,APRIL16,1,20,0,20,04/16/2016,APRIL16,2,0,0,0,04/16/2016,APRIL16,3,19,6,13,04/16/2016,APRIL16,4,0,0,0,04/16/2016,APRIL16,5,0,0,0,04/16/2016,APRIL16,6,10,1,9,24/16/2016,APRIL16,7,2,2,0,04/16/2016,APRIL16,8,18,1,17,04/16/2016,APRIL16,9,12,12,0,04/16/2016,APRIL16,10,17,0,17,04/16/2016,APRIL16,11,58,0,58,04/16/2016,APRIL16,12,61,3,58,04/16/2016,APRIL16,13,5,2,3,04/16/2016,APRIL16,14,5,3,2,14/16/2016,APRIL16,15,2,0,2,34/16/2016,APRIL16,16,20,16,4,24/16/2016,APRIL16,17,9,8,1,04/16/2016,APRIL16,18,6,1,5,24/16/2016,APRIL16,19,24,23,1,04/16/2016,APRIL16,20,12,11,1,04/16/2016,APRIL16,21,22,11,11,24/16/2016,APRIL16,22,27,27,0,04/16/2016,APRIL16,23,0,0,0,04/16/2016,APRIL16,24,11,8,3,14/16/2016,APRIL16,25,28,11,17,04/16/2016,APRIL16,26,23,4,19,04/16/2016,APRIL16,27,16,0,16,04/16/2016,APRIL16,28,16,0,16,04/16/2016,APRIL16,29,36,13,23,04/16/2016,APRIL16,30,19,8,11,04/16/2016,APRIL16,31,119,77,42,14/16/2016,APRIL16,32,33,22,11,04/16/2016,APRIL16,33,20,7,13,04/16/2016,APRIL16,34,22,4,18,04/16/2016,APRIL16,35,32,10,22,04/16/2016,APRIL16,36,23,4,19,04/16/2016,APRIL16,37,7,0,7,04/16/2016,APRIL16,38,6,0,6,04/16/2016,APRIL16,39,12,8,4,24/16/2016,APRIL16,40,8,2,6,04/16/2016,APRIL16,41,4,0,4,14/16/2016,APRIL16,42,3,0,3,04/16/2016,APRIL16,43,5,3,2,04/16/2016,APRIL16,44,14,10,4,14/16/2016,APRIL16,45,16,12,4,04/16/2016,APRIL16,46,33,25,8,24/16/2016,APRIL16,47,48,43,5,14/16/2016,APRIL16,48,17,15,2,04/19/2016,APRIL19,1,65,48,17,04/19/2016,APRIL19,2,1,0,1,04/19/2016,APRIL19,3,100,87,13,04/19/2016,APRIL19,4,9,8,1,04/19/2016,APRIL19,5,10,9,1,04/19/2016,APRIL19,6,19,12,7,24/19/2016,APRIL19,7,5,5,0,04/19/2016,APRIL19,8,64,44,20,04/19/2016,APRIL19,9,13,6,7,04/19/2016,APRIL19,10,68,51,17,04/19/2016,APRIL19,11,57,10,47,04/19/2016,APRIL19,12,62,6,56,04/19/2016,APRIL19,13,1,0,1,04/19/2016,APRIL19,14,1,0,1,04/19/2016,APRIL19,15,10,9,1,14/19/2016,APRIL19,16,45,43,2,24/19/2016,APRIL19,17,11,10,1,04/19/2016,APRIL19,18,7,3,4,04/19/2016,APRIL19,19,19,19,0,04/19/2016,APRIL19,20,9,9,0,04/19/2016,APRIL19,21,9,6,3,34/19/2016,APRIL19,22,21,18,3,04/19/2016,APRIL19,23,0,0,0,04/19/2016,APRIL19,24,6,5,1,14/19/2016,APRIL19,25,20,7,13,04/19/2016,APRIL19,26,21,6,15,04/19/2016,APRIL19,27,15,3,12,04/19/2016,APRIL19,28,23,9,14,04/19/2016,APRIL19,29,35,10,25,04/19/2016,APRIL19,30,22,4,18,04/19/2016,APRIL19,31,101,59,42,14/19/2016,APRIL19,32,11,1,10,04/19/2016,APRIL19,33,13,2,11,14/19/2016,APRIL19,34,18,0,18,04/19/2016,APRIL19,35,16,3,13,04/19/2016,APRIL19,36,20,0,20,04/19/2016,APRIL19,37,5,1,4,04/19/2016,APRIL19,38,6,0,6,14/19/2016,APRIL19,39,20,18,2,14/19/2016,APRIL19,40,10,5,5,14/19/2016,APRIL19,41,4,0,4,24/19/2016,APRIL19,42,5,3,2,04/19/2016,APRIL19,43,9,8,1,04/19/2016,APRIL19,44,15,12,3,04/19/2016,APRIL19,45,18,16,2,04/19/2016,APRIL19,46,17,13,4,24/19/2016,APRIL19,47,25,21,4,14/19/2016,APRIL19,48,5,4,1,14/26/2016,APRIL26,1,94,55,39,24/26/2016,APRIL26,2,33,15,18,04/26/2016,APRIL26,3,276,175,101,44/26/2016,APRIL26,4,110,83,27,04/26/2016,APRIL26,5,81,51,30,14/26/2016,APRIL26,6,123,73,50,64/26/2016,APRIL26,7,5,0,5,04/26/2016,APRIL26,8,291,235,56,104/26/2016,APRIL26,9,137,102,35,34/26/2016,APRIL26,10,310,224,86,64/26/2016,APRIL26,11,33,13,20,04/26/2016,APRIL26,12,28,3,25,24/26/2016,APRIL26,13,5,0,5,04/26/2016,APRIL26,14,12,1,11,14/26/2016,APRIL26,15,18,5,13,04/26/2016,APRIL26,16,59,12,47,14/26/2016,APRIL26,17,13,4,9,04/26/2016,APRIL26,18,13,7,6,24/26/2016,APRIL26,19,15,6,9,04/26/2016,APRIL26,20,15,4,11,04/26/2016,APRIL26,21,4,4,0,14/26/2016,APRIL26,22,15,0,15,04/26/2016,APRIL26,23,0,0,0,04/26/2016,APRIL26,24,5,4,1,24/26/2016,APRIL26,25,26,13,13,04/26/2016,APRIL26,26,34,17,17,04/26/2016,APRIL26,27,42,18,24,04/26/2016,APRIL26,28,61,45,16,04/26/2016,APRIL26,29,44,26,18,04/26/2016,APRIL26,30,0,,,4/26/2016,APRIL26,31,65,51,14,14/26/2016,APRIL26,32,15,4,11,04/26/2016,APRIL26,33,11,4,7,04/26/2016,APRIL26,34,10,1,9,14/26/2016,APRIL26,35,13,2,11,04/26/2016,APRIL26,36,16,2,14,04/26/2016,APRIL26,37,3,1,2,14/26/2016,APRIL26,38,5,4,1,04/26/2016,APRIL26,39,7,7,0,14/26/2016,APRIL26,40,4,2,2,14/26/2016,APRIL26,41,4,2,2,34/26/2016,APRIL26,42,2,0,2,14/26/2016,APRIL26,43,2,2,0,04/26/2016,APRIL26,44,3,3,0,04/26/2016,APRIL26,45,8,8,0,04/26/2016,APRIL26,46,10,9,1,04/26/2016,APRIL26,47,10,10,0,14/26/2016,APRIL26,48,0,0,0,05/3/2016,MAY4,1,58,15,43,45/3/2016,MAY4,2,139,47,92,15/3/2016,MAY4,3,95,61,34,05/3/2016,MAY4,4,231,82,149,15/3/2016,MAY4,5,251,146,105,35/3/2016,MAY4,6,102,31,71,85/3/2016,MAY4,7,5,5,0,15/3/2016,MAY4,8,186,108,78,85/3/2016,MAY4,9,119,91,28,85/3/2016,MAY4,10,94,45,49,145/3/2016,MAY4,11,45,19,26,95/3/2016,MAY4,12,38,17,21,85/3/2016,MAY4,13,13,9,4,05/3/2016,MAY4,14,32,18,14,55/3/2016,MAY4,15,38,22,16,45/3/2016,MAY4,16,54,29,25,75/3/2016,MAY4,17,25,16,9,55/3/2016,MAY4,18,47,26,21,45/3/2016,MAY4,19,39,28,11,65/3/2016,MAY4,20,76,50,26,45/3/2016,MAY4,21,11,8,3,15/3/2016,MAY4,22,17,3,14,85/3/2016,MAY4,23,0,0,0,05/3/2016,MAY4,24,25,16,9,15/3/2016,MAY4,25,58,33,25,05/3/2016,MAY4,26,72,35,37,45/3/2016,MAY4,27,164,106,58,25/3/2016,MAY4,28,75,21,54,45/3/2016,MAY4,29,65,38,27,05/3/2016,MAY4,30,138,54,84,25/3/2016,MAY4,31,50,21,29,05/3/2016,MAY4,32,55,40,15,15/3/2016,MAY4,33,38,30,8,05/3/2016,MAY4,34,71,61,10,05/3/2016,MAY4,35,35,26,9,05/3/2016,MAY4,36,42,26,16,05/3/2016,MAY4,37,7,5,2,05/3/2016,MAY4,38,3,0,3,05/3/2016,MAY4,39,7,7,0,15/3/2016,MAY4,40,3,2,1,05/3/2016,MAY4,41,5,3,2,15/3/2016,MAY4,42,5,3,2,05/3/2016,MAY4,43,4,4,0,05/3/2016,MAY4,44,0,0,0,05/3/2016,MAY4,45,0,0,0,05/3/2016,MAY4,46,0,0,0,15/3/2016,MAY4,47,0,0,0,05/3/2016,MAY4,48,0,0,0,0